"COU","Country","GOV","Government","TAX","Tax","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1998","1998","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","1999","1999","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2000","2000","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2001","2001","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2002","2002","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2003","2003","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2004","2004","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2005","2005","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2006","2006","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2007","2007","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2008","2008","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2009","2009","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2010","2010","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2011","2011","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2012","2012","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2013","2013","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2014","2014","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2015","2015","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5128","5128 Other taxes","TAXNAT","Tax revenue in national currency","2016","2016","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1990","1990","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1991","1991","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1992","1992","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1993","1993","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1994","1994","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1995","1995","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1996","1996","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1997","1997","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1998","1998","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1999","1999","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2000","2000","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2001","2001","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2002","2002","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2003","2003","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2004","2004","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2005","2005","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2006","2006","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2007","2007","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2008","2008","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2009","2009","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2010","2010","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2011","2011","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2012","2012","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2013","2013","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2014","2014","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2015","2015","BOB","Boliviano","6","Millions",,,0,,
"BOL","Bolivia","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2016","2016","BOB","Boliviano","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1990","1990","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1991","1991","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1992","1992","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1993","1993","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1994","1994","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1995","1995","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1996","1996","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1997","1997","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1998","1998","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","1999","1999","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2000","2000","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2001","2001","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2002","2002","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2003","2003","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2004","2004","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2005","2005","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2006","2006","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2007","2007","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2008","2008","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2009","2009","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2010","2010","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2011","2011","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2012","2012","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2013","2013","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2014","2014","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2015","2015","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5122","5122 Profits of fiscal monopolies","TAXNAT","Tax revenue in national currency","2016","2016","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1990","1990","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1991","1991","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1992","1992","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1993","1993","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1994","1994","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1995","1995","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1996","1996","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1997","1997","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1998","1998","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","1999","1999","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2000","2000","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2001","2001","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2002","2002","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2003","2003","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2004","2004","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2005","2005","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2006","2006","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2007","2007","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2008","2008","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2009","2009","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2010","2010","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2011","2011","HNL","Lempira","6","Millions",,,16,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2012","2012","HNL","Lempira","6","Millions",,,92,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2013","2013","HNL","Lempira","6","Millions",,,87,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2014","2014","HNL","Lempira","6","Millions",,,90,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2015","2015","HNL","Lempira","6","Millions",,,91,,
"HND","Honduras","NES","Total","5126","5126 Taxes on specific services","TAXNAT","Tax revenue in national currency","2016","2016","HNL","Lempira","6","Millions",,,73,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1990","1990","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1991","1991","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1992","1992","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1993","1993","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1994","1994","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1995","1995","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1996","1996","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1997","1997","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1998","1998","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","1999","1999","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2000","2000","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2001","2001","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2002","2002","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2003","2003","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2004","2004","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2005","2005","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2006","2006","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2007","2007","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2008","2008","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2009","2009","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2010","2010","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2011","2011","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2012","2012","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2013","2013","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2014","2014","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2015","2015","HNL","Lempira","6","Millions",,,0,,
"HND","Honduras","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2016","2016","HNL","Lempira","6","Millions",,,0,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1990","1990","JMD","Jamaican Dollar","6","Millions",,,296.544,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1991","1991","JMD","Jamaican Dollar","6","Millions",,,1376.269,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1992","1992","JMD","Jamaican Dollar","6","Millions",,,4076.18,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1993","1993","JMD","Jamaican Dollar","6","Millions",,,8099.076,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1994","1994","JMD","Jamaican Dollar","6","Millions",,,10890.382,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1995","1995","JMD","Jamaican Dollar","6","Millions",,,15793.849,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1996","1996","JMD","Jamaican Dollar","6","Millions",,,16891.521,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1997","1997","JMD","Jamaican Dollar","6","Millions",,,17888.756,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1998","1998","JMD","Jamaican Dollar","6","Millions",,,19553.194,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1999","1999","JMD","Jamaican Dollar","6","Millions",,,20373.527,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2000","2000","JMD","Jamaican Dollar","6","Millions",,,22355.806,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2001","2001","JMD","Jamaican Dollar","6","Millions",,,23252.371,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2002","2002","JMD","Jamaican Dollar","6","Millions",,,28137.19,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2003","2003","JMD","Jamaican Dollar","6","Millions",,,36508.291,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2004","2004","JMD","Jamaican Dollar","6","Millions",,,41419.7,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2005","2005","JMD","Jamaican Dollar","6","Millions",,,45601.7,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2006","2006","JMD","Jamaican Dollar","6","Millions",,,55913.9,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2007","2007","JMD","Jamaican Dollar","6","Millions",,,65030.4,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2008","2008","JMD","Jamaican Dollar","6","Millions",,,72709.8,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2009","2009","JMD","Jamaican Dollar","6","Millions",,,70503.6,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2010","2010","JMD","Jamaican Dollar","6","Millions",,,84409.2,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2011","2011","JMD","Jamaican Dollar","6","Millions",,,90937.4,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2012","2012","JMD","Jamaican Dollar","6","Millions",,,97135.4,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2013","2013","JMD","Jamaican Dollar","6","Millions",,,109819.13,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2014","2014","JMD","Jamaican Dollar","6","Millions",,,121073,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2015","2015","JMD","Jamaican Dollar","6","Millions",,,138221.773,,
"JAM","Jamaica","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2016","2016","JMD","Jamaican Dollar","6","Millions",,,149111.136,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1990","1990","JMD","Jamaican Dollar","6","Millions",,,1158.239,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1991","1991","JMD","Jamaican Dollar","6","Millions",,,1523.379,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1992","1992","JMD","Jamaican Dollar","6","Millions",,,1939.745,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1993","1993","JMD","Jamaican Dollar","6","Millions",,,2002.452,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1994","1994","JMD","Jamaican Dollar","6","Millions",,,2360.998,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1995","1995","JMD","Jamaican Dollar","6","Millions",,,3052.394,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1996","1996","JMD","Jamaican Dollar","6","Millions",,,2844.926,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1997","1997","JMD","Jamaican Dollar","6","Millions",,,3647.283,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1998","1998","JMD","Jamaican Dollar","6","Millions",,,5169.77,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1999","1999","JMD","Jamaican Dollar","6","Millions",,,8575.064,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2000","2000","JMD","Jamaican Dollar","6","Millions",,,9750.807,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2001","2001","JMD","Jamaican Dollar","6","Millions",,,10468.96,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2002","2002","JMD","Jamaican Dollar","6","Millions",,,10556.898,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2003","2003","JMD","Jamaican Dollar","6","Millions",,,12766.957,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2004","2004","JMD","Jamaican Dollar","6","Millions",,,12154.8,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2005","2005","JMD","Jamaican Dollar","6","Millions",,,12386.7,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2006","2006","JMD","Jamaican Dollar","6","Millions",,,11822.7,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2007","2007","JMD","Jamaican Dollar","6","Millions",,,13288.8,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2008","2008","JMD","Jamaican Dollar","6","Millions",,,16278.6,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2009","2009","JMD","Jamaican Dollar","6","Millions",,,27016.5,,
"JAM","Jamaica","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2010","2010","JMD","Jamaican Dollar","6","Millions",,,38112.2,,
