"COU","Country","GOV","Level of government","VAR","Indicator","TAX","Revenue category","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2009","2009","KZT","Tenge","9","Billions",,,122.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2010","2010","KZT","Tenge","9","Billions",,,102.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2011","2011","KZT","Tenge","9","Billions",,,109.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2012","2012","KZT","Tenge","9","Billions",,,120.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2013","2013","KZT","Tenge","9","Billions",,,157.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2014","2014","KZT","Tenge","9","Billions",,,167.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5200","5200 Taxes on use of goods and perform activities","2015","2015","KZT","Tenge","9","Billions",,,136.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1998","1998","KZT","Tenge","9","Billions",,,0,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","1999","1999","KZT","Tenge","9","Billions",,,0.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2000","2000","KZT","Tenge","9","Billions",,,0,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2001","2001","KZT","Tenge","9","Billions",,,0,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2002","2002","KZT","Tenge","9","Billions",,,0.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2003","2003","KZT","Tenge","9","Billions",,,0.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2004","2004","KZT","Tenge","9","Billions",,,1.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2005","2005","KZT","Tenge","9","Billions",,,5.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2006","2006","KZT","Tenge","9","Billions",,,5.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2007","2007","KZT","Tenge","9","Billions",,,6.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2008","2008","KZT","Tenge","9","Billions",,,7.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2009","2009","KZT","Tenge","9","Billions",,,10.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2010","2010","KZT","Tenge","9","Billions",,,14.6,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2011","2011","KZT","Tenge","9","Billions",,,16.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2012","2012","KZT","Tenge","9","Billions",,,16.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2013","2013","KZT","Tenge","9","Billions",,,18.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2014","2014","KZT","Tenge","9","Billions",,,21,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5126","5126 Taxes on specific services","2015","2015","KZT","Tenge","9","Billions",,,24.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1998","1998","KZT","Tenge","9","Billions",,,10,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","1999","1999","KZT","Tenge","9","Billions",,,11.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2000","2000","KZT","Tenge","9","Billions",,,18.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2001","2001","KZT","Tenge","9","Billions",,,25.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2002","2002","KZT","Tenge","9","Billions",,,38.6,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2003","2003","KZT","Tenge","9","Billions",,,42.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2004","2004","KZT","Tenge","9","Billions",,,50.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2005","2005","KZT","Tenge","9","Billions",,,62.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2006","2006","KZT","Tenge","9","Billions",,,109.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2007","2007","KZT","Tenge","9","Billions",,,150.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2008","2008","KZT","Tenge","9","Billions",,,421.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2009","2009","KZT","Tenge","9","Billions",,,152.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2010","2010","KZT","Tenge","9","Billions",,,354.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2011","2011","KZT","Tenge","9","Billions",,,322.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2012","2012","KZT","Tenge","9","Billions",,,315,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2013","2013","KZT","Tenge","9","Billions",,,298,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2014","2014","KZT","Tenge","9","Billions",,,279.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5123","5123 Customs and import duties","2015","2015","KZT","Tenge","9","Billions",,,189.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1998","1998","KZT","Tenge","9","Billions",,,8.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","1999","1999","KZT","Tenge","9","Billions",,,7.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2000","2000","KZT","Tenge","9","Billions",,,15.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001","KZT","Tenge","9","Billions",,,43.6,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002","KZT","Tenge","9","Billions",,,32.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003","KZT","Tenge","9","Billions",,,89.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004","KZT","Tenge","9","Billions",,,120.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005","KZT","Tenge","9","Billions",,,192.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006","KZT","Tenge","9","Billions",,,215.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007","KZT","Tenge","9","Billions",,,187.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008","KZT","Tenge","9","Billions",,,387.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009","KZT","Tenge","9","Billions",,,385.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010","KZT","Tenge","9","Billions",,,897.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011","KZT","Tenge","9","Billions",,,1136.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012","KZT","Tenge","9","Billions",,,1178.6,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013","KZT","Tenge","9","Billions",,,1086.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014","KZT","Tenge","9","Billions",,,1079,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015","KZT","Tenge","9","Billions",,,578,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1998","1998","KZT","Tenge","9","Billions",,,81,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","1999","1999","KZT","Tenge","9","Billions",,,89,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2000","2000","KZT","Tenge","9","Billions",,,115.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2001","2001","KZT","Tenge","9","Billions",,,159.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2002","2002","KZT","Tenge","9","Billions",,,176.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2003","2003","KZT","Tenge","9","Billions",,,231.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2004","2004","KZT","Tenge","9","Billions",,,243,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2005","2005","KZT","Tenge","9","Billions",,,343.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2006","2006","KZT","Tenge","9","Billions",,,489.6,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2007","2007","KZT","Tenge","9","Billions",,,629.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2008","2008","KZT","Tenge","9","Billions",,,641,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2009","2009","KZT","Tenge","9","Billions",,,515.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2010","2010","KZT","Tenge","9","Billions",,,677.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2011","2011","KZT","Tenge","9","Billions",,,865.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2012","2012","KZT","Tenge","9","Billions",,,914.2,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2013","2013","KZT","Tenge","9","Billions",,,1327.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2014","2014","KZT","Tenge","9","Billions",,,1197.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5110","5110 General taxes on goods and services","2015","2015","KZT","Tenge","9","Billions",,,943.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1998","1998","KZT","Tenge","9","Billions",,,18.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","1999","1999","KZT","Tenge","9","Billions",,,19,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2000","2000","KZT","Tenge","9","Billions",,,19.3,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2001","2001","KZT","Tenge","9","Billions",,,21.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2002","2002","KZT","Tenge","9","Billions",,,25.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2003","2003","KZT","Tenge","9","Billions",,,27,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2004","2004","KZT","Tenge","9","Billions",,,29.9,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2005","2005","KZT","Tenge","9","Billions",,,33.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2006","2006","KZT","Tenge","9","Billions",,,47.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2007","2007","KZT","Tenge","9","Billions",,,58.8,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2008","2008","KZT","Tenge","9","Billions",,,56.5,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2009","2009","KZT","Tenge","9","Billions",,,57.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2010","2010","KZT","Tenge","9","Billions",,,61.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2011","2011","KZT","Tenge","9","Billions",,,76.4,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2012","2012","KZT","Tenge","9","Billions",,,93.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2013","2013","KZT","Tenge","9","Billions",,,103.7,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2014","2014","KZT","Tenge","9","Billions",,,147.1,,
"KAZ","Kazakhstan","NES","Total","TAXNAT","Tax revenue in national currency","5121","5121 Excises","2015","2015","KZT","Tenge","9","Billions",,,161.1,,
